id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
86053400,Top of Queen Anne,187855750,Richard,Queen Anne,North Queen Anne,47.65235002,-122.3738224,Entire home/apt,395,3,2,6/5/2023,0.15,1,292,0,str-opli-21-001212
86161600,Magnolia Private rm with views of Sound & Olympics,2921158,Nandita,Magnolia,Southeast Magnolia,47.64664311,-122.3943119,Private room,97,2,24,6/20/2024,1.81,2,84,23,STR-OPLI-22-001928
86164800,Cozy Private Rm in Classic Home,460561,Elizabeth,Capitol Hill,Stevens,47.62599976,-122.3035602,Private room,88,2,20,6/22/2024,1.35,2,287,12,STR-OPLI-22-000788
86166400,"Vintage Seattle Gem: Spacious, Stylish, Parking",398317720,Joanne,Capitol Hill,Broadway,47.62534,-122.3189,Entire home/apt,441,1,47,6/7/2024,3.23,66,306,38,STR-OPLI-23-000397
86172500,Cozy Spacious Seattle Home~10 Min from Airport!,508427765,Jason,Rainier Valley,Dunlap,47.52005904,-122.2756979,Entire home/apt,394,2,35,5/27/2024,2.71,1,218,31,STR-OPLI-23-000595
86176600,Gorgeous Modern 4BD Getaway | Peloton | Office,508436551,Holly,Beacon Hill,North Beacon Hill,47.57704666,-122.3023291,Entire home/apt,293,3,41,6/8/2024,2.8,1,184,35,STR-OPLI-23-000420
86180700,The Wedgwood live/work,25114575,Tina,Other neighborhoods,Bryant,47.68155066,-122.289771,Entire home/apt,93,30,5,5/19/2024,0.45,1,271,5,
86184700,Sophisticated Home with Breathtaking City Views,20899508,Fang,Central Area,Atlantic,47.58504175,-122.3019204,Entire home/apt,322,2,22,6/20/2024,1.51,1,119,18,STR-OPLI-19-000839
86205000,"Blueground | Wallingford, lounge, nr 99 & I-5,",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,128,31,0,,,340,347,0,
86205100,"Blueground | Wallingford, pets, nr shopping & bars",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,156,31,0,,,340,312,0,
86243200,1950s PNW Modern in Ballard,80971261,Jamie,Ballard,Whittier Heights,47.68361651,-122.3717752,Entire home/apt,175,3,32,6/9/2024,3.17,1,26,32,STR-OPLI-23-001073
86249400,Leschi Guesthouse,501403784,Rachel,Central Area,Leschi,47.59800689,-122.2878218,Entire home/apt,,4,13,6/23/2024,1,1,6,12,STR-OPLI-23-000526
86260300,"NEW!  Westside City Cabin - Modern, Bright Studio",496505414,Nicole,Delridge,South Delridge,47.53152972,-122.3558836,Entire home/apt,164,1,10,6/17/2024,2.7,1,157,10,STR-OPLI-23-000432
86279500,"Blueground | Wallingford, w/d, nr dining & bars",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,105,31,0,,,340,235,0,
86301100,Woodland Queen bed #6,477279461,Yen,Other neighborhoods,Fremont,47.66310176,-122.3479628,Private room,54,2,24,3/18/2024,1.63,26,19,19,STR-OPLI-22-000515
86305300,4Bdrm&4bath West Seattle 2kitchen & 2living room,47745000,Angelique,West Seattle,Genesee,47.5594662,-122.3911986,Entire home/apt,624,14,0,,,4,345,0,STR-OPLI-21-000694
86375800,Chic 1BR Home in the Heart of Seattle! +Parkg/Pool,386420269,Kathryn And Mike,Downtown,Belltown,47.61611057,-122.3484097,Entire home/apt,192,2,68,6/9/2024,4.65,30,179,55,STR-OPLI-23-000208
86389300,Little House in NE Seattle,29230231,Yoko,Other neighborhoods,Windermere,47.66667783,-122.2714534,Entire home/apt,,2,4,3/12/2024,0.67,1,1,4,STR-OPLI-23-000768
86390700,Modern Apartment with Free Zoo Access,508888404,Beatrix And Eli,Other neighborhoods,Phinney Ridge,47.66649412,-122.3536418,Entire home/apt,190,28,15,6/21/2024,1.08,1,203,9,STR-OPLI-23-000479
86438900,"City/Mountain Views, New Home, Easy Walk/Transit",20661677,Joseph,Ballard,West Woodland,47.67375819,-122.3761285,Entire home/apt,373,3,19,6/14/2024,1.33,2,321,18,STR-OPLI-23-000355
86454700,Cityscape-Central Cozy Studio-01,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606325,-122.320804,Entire home/apt,164,1,87,6/12/2024,5.9,25,251,62,Exempt
86458200,"Modern 2BR Townhome w/Rooftop Firepit, BBQ, 85"" TV",4656446,Air Concierge,Central Area,Minor,47.6164835,-122.3059573,Entire home/apt,396,2,13,5/19/2024,0.96,15,352,11,STR-OPLI-22-000058
86466800,Room in Greenlake Modern Cottage,464661339,Kaitlin,Other neighborhoods,Phinney Ridge,47.67973299,-122.3500535,Private room,78,180,0,,,1,273,0,STR-OPLI-23-000794
86600400,Cityscape-Central Cozy Studio-02,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606325,-122.320804,Entire home/apt,195,1,165,6/23/2024,11.22,25,251,129,Exempt
86616600,Modern Townhouse in Magnolia,58626974,Natalia,Magnolia,Southeast Magnolia,47.64364103,-122.3859427,Entire home/apt,280,2,8,6/6/2024,0.78,1,254,8,STR-OPLI-23-001065
86625500,Columbia City Seattle Guest Home,101399646,Rachel,Rainier Valley,Columbia City,47.5505922,-122.2765376,Entire home/apt,,1,13,4/27/2024,1.57,1,0,13,STR-OPLI-23-001351
86661500,"Classic, comfortable - centrally located",491116001,Kaela,Other neighborhoods,South Park,47.52431428,-122.3204165,Entire home/apt,216,2,6,1/27/2024,0.48,7,173,5,STR-OPLI-23-000547
86662600,Cityscape-Central Cozy Studio-03,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606325,-122.320804,Entire home/apt,180,1,121,6/3/2024,8.23,25,261,92,Exempt
86666300,The Oasis in Downtown Seattle,387647640,Elle,Downtown,First Hill,47.61111661,-122.3301371,Entire home/apt,189,3,17,11/8/2023,1.21,1,147,12,STR-OPLI-21-001307
86670200,Modern 2B/1B Fremont Suite with Prime Walkability,509445709,Hua And Wendy,Other neighborhoods,Fremont,47.65460966,-122.3524032,Entire home/apt,202,2,56,6/9/2024,4.13,1,149,47,STR-OPLI-23-000555
86674900,Heart of Capitol Hill Townhouse w/ Parking & A/C,92742089,Crystal,Capitol Hill,Broadway,47.616788,-122.313795,Entire home/apt,284,1,50,6/20/2024,3.43,13,42,42,STR-OPLI-23-000298
86715500,"Blueground | Wallingford, pets, nr highways",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,126,31,1,6/15/2024,1,340,181,1,
86732700,Quiet Ballard newer build 2 bd,204886779,Jennifer,Ballard,Sunset Hill,47.68699711,-122.395421,Entire home/apt,246,2,26,6/16/2024,1.98,6,3,25,STR-OPLI-23-000548
86734500,Charming Seattle B&B Whole House,491116001,Kaela,Other neighborhoods,Wallingford,47.65484978,-122.3354589,Entire home/apt,308,5,0,,,7,339,0,STR-OPLI-19-003295
86738100,Contemporary Lake View Retreat: Perfect Getaway,316012822,Andrea,Central Area,Leschi,47.5924248,-122.289513,Entire home/apt,,30,0,,,2,4,0,
86742900,PNW Suite w/ private bathroom-The Burke House B&B,491116001,Kaela,Other neighborhoods,Wallingford,47.65505617,-122.3338838,Private room,120,1,19,6/15/2024,1.5,7,360,17,STR-OPLI-19-003295
86745500,Rainier Suite - Burke House B&B,491116001,Kaela,Other neighborhoods,Wallingford,47.65459091,-122.3339514,Private room,84,1,25,6/1/2024,2.01,7,333,24,STR-OPLI-19-003295
86747600,Sound Suite - Burke House B&B,491116001,Kaela,Other neighborhoods,Wallingford,47.65351005,-122.3359222,Private room,101,1,16,6/14/2024,1.24,7,342,14,STR-OPLI-19-003295
86783500,"Blueground | Wallingford, rooftop, nr 99 & I-5",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,149,31,0,,,340,173,0,
86783600,"Blueground | Wallingford, lounge & w/d, nr bars",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,,31,0,,,340,351,0,
86807700,Charming Home in the Heart of Seattle! w/Pool&Prkg,386420269,Kathryn And Mike,Downtown,Belltown,47.61594,-122.34788,Entire home/apt,192,2,30,6/3/2024,2.44,30,183,29,STR-OPLI-19-001075
86811100,Kitty’s House,507788853,Bella,Rainier Valley,Rainier View,47.49587387,-122.2623523,Private room,108,30,12,9/21/2023,0.9,1,180,9,STR-OPLI-23-001228
86812800,"King bed, rooftop deck, AC, EV charger, pets ok!",509759476,Mark,West Seattle,Fairmount Park,47.5459589,-122.3842499,Entire home/apt,375,2,34,6/14/2024,2.6,1,43,32,STR-OPLI-22-000848
86837200,Emerald City Penthouse,145203492,Zachary,Downtown,Belltown,47.6174935,-122.3463071,Entire home/apt,419,1,35,3/24/2024,2.44,1,160,28,STR-OPLI-23-000469
86863100,Sunny guestroom in Leschi with a friendly pup,10602491,Sara,Central Area,Leschi,47.593149,-122.2971516,Private room,115,1,6,9/4/2023,0.47,1,235,5,STR-OPLI-23-000465
86878500,"Cottage Grove: pet friendly, near attractions/DT",70996371,Patrick,Delridge,North Delridge,47.5540875,-122.3646227,Entire home/apt,312,2,42,5/3/2024,3.21,10,0,39,STR-OPLI-21-001352
86879300,The Venture Cityscape by HomeSliceStays,242543461,HomeSlice,Other neighborhoods,Fremont,47.65910385,-122.3436211,Entire home/apt,196,2,6,9/26/2023,0.51,1,252,6,STR-OPLI-23-000498
86894100,NEW Remodeled UW Wedgwood/Seattle Retreat | Yard,509936320,Redwolf Dens,Other neighborhoods,Wedgwood,47.69294126,-122.2911991,Entire home/apt,297,2,13,5/19/2024,1.14,1,167,13,STR-OPLI-22-001058
86894900,Calm & Easy Room in Greenlake,23883938,Chaesun,Other neighborhoods,Green Lake,47.68868548,-122.3359266,Private room,109,30,0,,,3,364,0,STR-OPLI-22-001804
86896000,"First Hill Broadway: 14"" King Bed w/ 55"" Smart TV",505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,176,1,124,5/18/2024,8.57,25,223,101,Exempt
86896800,Cityscape KING BED on Broadway Modern Loft 02,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606338,-122.320461,Entire home/apt,182,1,109,6/17/2024,7.48,25,252,93,Exempt
86898300,Top of the Hill Nested Studio,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,156,1,87,6/16/2024,5.97,25,258,64,Exempt
87027100,Central Cap Hill Townhouse- 2bed2bath w/rooftop,100822059,Timberly Vacation Rentals,Capitol Hill,Broadway,47.6235454,-122.3180627,Entire home/apt,174,1,38,6/2/2024,2.7,4,68,36,STR-OPLI-23-000480
87035000,Pet friendly 3 BR Townhome w/ Olympic View,57699157,Tiffany,Other neighborhoods,Broadview,47.707211,-122.356008,Entire home/apt,244,1,7,5/27/2024,1.1,1,186,7,STR-OPLI-23-001195
87058600,High Walk Score | SEA Retreat | Heart of CapHill,1617819,Nick,Capitol Hill,Broadway,47.62536532,-122.3206095,Entire home/apt,328,1,73,6/7/2024,5.18,1,310,69,STR-OPLI-23-000490
87095600,Unit Y. Eco-Artistic Haven,441398074,Karla,Other neighborhoods,Fremont,47.65905597,-122.358319,Entire home/apt,204,1,111,6/20/2024,8.02,2,110,98,STR-OPLI-24-000626
87104000,Private Room #6 close to UW and more!,56004960,Andrew,University District,University District,47.66727438,-122.3167223,Private room,51,30,2,2/29/2024,0.16,13,358,1,
87144300,"CapHill 3B/2.5BA w/ Home Theater, Charm, and Views",510426676,Spring,Central Area,Minor,47.61033008,-122.3127418,Entire home/apt,300,30,0,,,1,301,0,
87174700,"Lovely 3BR Craftsman Style Home, 15min to Downtown",510500414,Anna,Lake City,Victory Heights,47.70985819,-122.3046403,Entire home/apt,343,1,6,6/3/2024,0.65,1,13,6,STR-OPLI-23-000500
87180800,Walk to Space Needle from a Cap Hill Loft w/VIEWS,510522525,Sherry,Capitol Hill,Broadway,47.6223922,-122.3256399,Entire home/apt,547,30,4,12/10/2023,0.31,6,273,3,STR-OPLI-22-000717
87184000,"Your Seattle Oasis: Rooftop Patio, 3BR/2BA House",28511588,Marisa,Beacon Hill,North Beacon Hill,47.58771822,-122.3084544,Entire home/apt,286,2,31,6/21/2024,2.44,1,55,28,STR-OPLI-23-000603
87184100,Urban Architectural Retreat Rooftop Deck&Fireplace,510522525,Sherry,Beacon Hill,North Beacon Hill,47.5876288,-122.3099252,Entire home/apt,502,2,3,10/18/2023,0.21,6,166,2,STR-OPLI-24-000070
87189400,Bright Modern Farmhouse near DT & Airport w/6 beds,510522525,Sherry,Beacon Hill,Mid-Beacon Hill,47.55054955,-122.2990334,Entire home/apt,305,30,0,,,6,314,0,STR-OPLI-22-000717
87190500,Top of the Hill Nested Studio-2,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,175,1,118,6/19/2024,8.19,25,258,88,Exempt
87192100,Award-winning urban eco loft in Central Seattle,510522525,Sherry,Central Area,Atlantic,47.60152533,-122.309018,Entire home/apt,384,30,3,10/30/2023,0.23,6,275,2,STR-OPLI-22-000717
87210700,Explore Seattle: Free Parking & Walk to Light Rail,361900923,Ron,Rainier Valley,Mount Baker,47.57492,-122.29487,Entire home/apt,124,2,43,6/19/2024,3.23,1,210,36,STR-OPLI-22-001494
87229100,Stylish Modern Farmhouse w/Yard 10 mins from DT,510522525,Sherry,Central Area,Atlantic,47.5954958,-122.3051972,Entire home/apt,552,2,1,6/14/2023,0.08,6,284,0,STR-OPLI-19-000687
87230700,Beautiful Modern Farmhouse near DT w/6 queen rooms,510522525,Sherry,Beacon Hill,South Beacon Hill,47.5358852,-122.288879,Entire home/apt,416,2,5,5/25/2024,0.4,6,283,4,STR-OPLI-24-000070
87252500,Stroll to Pike/Space Needle from a Cap Hill Loft,28420265,Sherry,Capitol Hill,Broadway,47.62155772,-122.3170135,Entire home/apt,385,2,3,8/19/2023,0.22,49,281,2,STR-OPLI-20-000349
87255800,Beautiful Queen Anne home with Space Needle views,28420265,Sherry,Queen Anne,Lower Queen Anne,47.62774,-122.34536,Entire home/apt,352,2,3,4/25/2024,0.22,49,285,1,STR-OPLI-21-000662
87259200,Stylish Urban Loft w/Floating Stairs and Fireplace,28420265,Sherry,Central Area,Atlantic,47.59720615,-122.3003077,Entire home/apt,275,2,11,6/12/2024,0.79,49,252,8,STR-OPLI-21-000363
87274100,Spacious modern home w/ backyard,1010338,Stefan,Other neighborhoods,Broadview,47.733268,-122.3590629,Entire home/apt,165,45,0,,,1,268,0,
87275700,Walk to Restaurants | Cozy home | Fully equipped,384862176,Farshid,Other neighborhoods,Wallingford,47.6519118,-122.3356296,Entire home/apt,305,3,22,6/17/2024,1.56,1,134,16,STR-OPLI-23-000464
87284100,Comfort bedroom  near UW & children’s hospital,184675574,Anna,Other neighborhoods,Bryant,47.66561,-122.28913,Private room,81,2,13,5/20/2024,0.93,4,38,9,STR-OPLI-22-001459
87315300,Guest Room wt Patio & Private Bathroom in Ballard,110240746,Quincy,Ballard,Loyal Heights,47.67652174,-122.3876923,Private room,83,2,30,6/19/2024,2.24,2,122,25,STR-OPLI-23-000586
87327400,Chic Townhome Steps from Woodland Zoo w/ Parking!,398317720,Joanne,Other neighborhoods,Fremont,47.66260538,-122.3531394,Entire home/apt,271,1,37,5/24/2024,2.64,66,324,26,STR-OPLI-23-000461
87333400,Comfy Seattle Maple Leaf Apartment @ Parking,36724514,Xiaowen,Lake City,Victory Heights,47.70064633,-122.3118006,Entire home/apt,138,2,30,6/16/2024,2.17,1,320,26,STR-OPLI-23-000557
87339900,Cozy West Seattle townhouse,30352418,James,West Seattle,Fairmount Park,47.5491601,-122.3842812,Entire home/apt,174,2,20,6/21/2024,1.64,1,68,20,STR-OPLI-23-000649
87345000,Mid Century Gem Near Seward Park!,18496399,Melina,Seward Park,Seward Park,47.55768439,-122.2728979,Entire home/apt,225,28,2,6/5/2023,0.15,1,54,0,STR-OPLI-23-000486
87366300,"Blueground | S Lake Union, gym & storage, nr parks",107434423,Blueground,Downtown,Belltown,47.6171782,-122.3313731,Entire home/apt,166,31,1,12/21/2023,0.16,340,0,1,
87366400,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258,-122.3441,Entire home/apt,,31,0,,,340,317,0,
87366500,"Blueground | First Hill, gym, roof & lounge",107434423,Blueground,Downtown,Yesler Terrace,47.60215,-122.32104,Entire home/apt,124,31,0,,,340,158,0,
87366500,"Blueground | Queen Anne, gym, w/d, & roof deck",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,155,31,1,10/27/2023,0.12,340,311,1,
87397000,Panoramic City&Mt. View Retreat,73668714,Emma,West Seattle,North Admiral,47.5788836,-122.3771801,Entire home/apt,226,1,47,6/11/2024,3.29,5,314,38,STR-OPLI-22-000340
87401900,Madison Park Apartment,118722101,Mark,Capitol Hill,Madison Park,47.63460799,-122.2772554,Entire home/apt,138,2,43,6/22/2024,3.46,1,255,42,STR-OPLI-23-000505
87404400,Art studio Guest Unit,31490741,Daminda,Ballard,Loyal Heights,47.68044,-122.37778,Entire home/apt,142,5,16,10/24/2023,1.23,1,135,14,STR-OPLI-23-001171
87455800,Top of the Hill Nested Loft,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,149,1,97,6/3/2024,6.83,25,264,72,Exempt
87457400,Cityscape KING BED on Broadway Modern Loft 03,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606338,-122.320461,Entire home/apt,181,1,129,6/16/2024,9.11,25,243,105,Exempt
87479000,Olympic View - New Townhome - Easy Access,20661677,Joseph,Ballard,Adams,47.6747035,-122.3773723,Entire home/apt,355,3,23,6/4/2024,1.69,2,321,20,Str-OPLI-23-000648
87492400,Spacious & Modern 3 Bedroom in Madison Valley,9060841,Ruby,Capitol Hill,Stevens,47.6222077,-122.2991646,Entire home/apt,507,2,22,6/10/2024,1.77,5,84,21,STR-OPLI-23-000496
87492900,Master Suite near Matthews Beach,106454591,Diksha,Lake City,Matthews Beach,47.70061229,-122.2787872,Private room,84,1,26,6/18/2024,2.29,1,136,26,STR-OPLI-23-000902
87493000,A-Seattle Urban Village- S- Roof top deck,484899828,Amy,Cascade,Eastlake,47.64248646,-122.3242426,Private room,69,30,0,,,49,365,0,STR-OPLI-22-001815
87506800,Plush Pad in Capitol Hill on PIKE ST-Free St Parkn,40623437,S J,Downtown,First Hill,47.61105515,-122.3305167,Entire home/apt,151,3,46,6/16/2024,3.29,5,147,38,STR-OPLI-19-001377
87606800,6B4BA - 2 Modern Ballard Homes,25110157,Eva And Sid,Ballard,Adams,47.6725509,-122.3895674,Entire home/apt,1073,2,2,2/9/2024,0.19,33,45,2,STR-OPLI-20-000635
87607700,Updated Home with Private Patio in Ideal Location,76602566,Will,Beacon Hill,Mid-Beacon Hill,47.56338,-122.31781,Entire home/apt,229,2,3,9/17/2023,0.26,1,171,3,STR-OPLI-23-000578
87628300,"Romantic, Vintage Estate -University of Washington",42546980,Patricia,Other neighborhoods,Laurelhurst,47.6532,-122.27882,Entire home/apt,1744,3,1,11/26/2023,0.14,1,307,1,STR-OPLI-23-000001
87639100,12.Studio in the heart of Cap Hill,220390118,Sarom,Capitol Hill,Stevens,47.6158514,-122.3125785,Entire home/apt,70,30,2,5/31/2024,0.58,11,43,2,
87674200,2841_Private room Seattle Columbia on bus,507841168,Serena,Beacon Hill,Mid-Beacon Hill,47.56105503,-122.2957018,Private room,50,5,3,2/3/2024,0.24,3,338,2,STR-OPLI-23-000714
87690600,Modern West Seattle Home,48606713,Nathan,Delridge,High Point,47.53431298,-122.3667891,Entire home/apt,249,5,8,1/15/2024,0.63,1,149,6,STR-OPLI-23-000502
87693300,University Way KING Bed w/ full kitchen,169482047,Kenny,University District,University District,47.6662957,-122.3138589,Entire home/apt,148,1,52,6/11/2024,3.75,2,2,44,STR-OPLI-23-000264
87745800,"Peaceful, 1 Bed Swedish Cherry",211742313,Ted,Central Area,Minor,47.60860049,-122.3049679,Entire home/apt,127,1,52,6/17/2024,3.87,1,351,47,STR-OPLI-19-002019
87759100,Warm Cozy Downtown-Capitol Hill,10558142,James,Capitol Hill,Broadway,47.61794837,-122.3268875,Entire home/apt,168,1,80,6/22/2024,5.69,2,339,70,STR-OPLI-19-002380
87761100,Cozy Private Urban Oasis: The Ballard Bungalow!,506922636,The Ballard,Ballard,West Woodland,47.6655487,-122.368928,Entire home/apt,119,2,42,5/17/2024,3.13,1,226,32,STR-OPLI-23-001153
87798400,"Blueground | Wallingford, pets & w/d, nr shops",107434423,Blueground,Other neighborhoods,Wallingford,47.6548081,-122.3421263,Entire home/apt,191,31,0,,,340,333,0,
87798500,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,,31,0,,,340,0,0,
87836200,"Lilac In Law, Picturesque lower unit",340706410,Vince,Other neighborhoods,Ravenna,47.67842,-122.2993,Entire home/apt,218,1,26,6/21/2024,1.88,98,345,22,STR-OPLI-23-000673
87836300,Wallingford Modern Home with Designer's Touch - 95,238425582,Allen Lu,Other neighborhoods,Wallingford,47.6630388,-122.3403539,Entire home/apt,303,1,33,6/21/2024,2.33,27,25,26,STR-OPLI-23-000342
87859400,Peaceful retreat with ocean views,22099234,Kathy,West Seattle,Gatewood,47.53975339,-122.3815182,Entire home/apt,450,3,6,6/15/2024,0.67,2,19,6,STR-OPLI-23-000872
87876200,Stylish Ballard Scandi-Boho Studio,98451322,Srivatsan,Ballard,Loyal Heights,47.68143,-122.37794,Entire home/apt,115,2,34,6/14/2024,2.77,1,143,33,STR-OPLI-23-000767
87908900,Queen Anne Modern Home Free Parking |SLU| Gym,238425582,Allen Lu,Queen Anne,East Queen Anne,47.6299092,-122.3457494,Entire home/apt,384,1,55,6/5/2024,3.89,27,230,44,STR-OPLI-23-000487
87918900,Sound&MountainView City Hideaway,73668714,Emma,West Seattle,North Admiral,47.58058573,-122.3750573,Entire home/apt,186,1,32,6/15/2024,2.4,5,289,26,STR-OPLI-22-000340
87948400,"Blueground | First Hill, gym & courtyard, nr park",107434423,Blueground,Downtown,Yesler Terrace,47.6022,-122.32034,Entire home/apt,132,31,0,,,340,85,0,
87961500,Magnolia on the Hill,340706410,Vince,Magnolia,Briarcliff,47.64193,-122.40546,Entire home/apt,452,1,20,6/10/2024,1.56,98,324,17,STR-OPLI-23-000609
87962500,"Blueground | First Hill, gym & bbq, nr park",107434423,Blueground,Downtown,Yesler Terrace,47.6021955,-122.3203367,Entire home/apt,169,31,0,,,340,298,0,
87967500,"Gorgeous Home, Spectacular View",201406461,Todd,Capitol Hill,Stevens,47.6258547,-122.2995088,Entire home/apt,157,1,77,5/9/2024,7.2,1,265,77,STR-OPLI-23-001494
87972000,Skyline & Mtn View in W. Seattle,73668714,Emma,West Seattle,North Admiral,47.58042701,-122.376809,Entire home/apt,445,1,8,5/7/2024,0.72,5,284,8,STR-OPLI-22-000340
87982400,Treehouse Stay in Seattle,11888826,Kaylin,Lake City,Victory Heights,47.71227063,-122.3105886,Entire home/apt,159,3,2,6/2/2024,1.82,1,183,2,STR-OPLI-24-000471
87986400,New Compact Studio in East Lake,505423742,James & Jeffry,Capitol Hill,Portage Bay,47.649838,-122.32187,Entire home/apt,131,1,78,6/8/2024,5.63,25,121,60,STR-OPLI-23-000514
87989100,SE room bus to DT free parking,160949668,Richard,Other neighborhoods,Greenwood,47.70286872,-122.3470187,Private room,36,2,25,6/19/2024,1.88,3,71,22,STR-OPLI-22-000309
87989100,NE room bus to DT free parking,160949668,Richard,Other neighborhoods,Greenwood,47.70246,-122.34523,Private room,44,2,29,6/10/2024,2.16,3,75,27,STR-OPLI-22-000309
87991500,Arboretum Little Oasis,379735904,Mimi,Capitol Hill,Stevens,47.62791101,-122.3018468,Entire home/apt,68,30,1,11/11/2023,0.13,20,267,1,STR-opli-23-001246
87991600,Arboretum Escape- B,379735904,Mimi,Capitol Hill,Stevens,47.62702,-122.3019,Entire home/apt,100,30,3,8/29/2023,0.24,20,267,2,str-opli-23-001814
88058800,Modern Ravenna [4B /3.5Ba +AC @ Roosevelt Station],33870065,Peter,Other neighborhoods,Ravenna,47.67561216,-122.3064369,Entire home/apt,319,1,36,6/21/2024,2.86,1,339,34,STR-OPLI-22-001492
88114600,Luxurious Seattle Home (Free EV charger & Parking),420549545,Hector,Beacon Hill,North Beacon Hill,47.58449786,-122.3068366,Entire home/apt,300,3,38,6/21/2024,3.06,1,69,36,STR-OPLI-23-000602
88118200,Charming 6 BR Home w/Game Room Perfect for Groups,28420265,Sherry,Rainier Valley,Brighton,47.53379,-122.27673,Entire home/apt,293,2,1,7/29/2023,0.09,49,266,1,STR-OPLI-22-001903
88139700,Vintage luxury 2 BR Fremont/Wallingford guesthouse,6038725,Dani,Other neighborhoods,Fremont,47.65787,-122.34432,Entire home/apt,115,2,51,6/4/2024,3.64,1,182,44,STR-OPLI-23-000554
88151600,Seattle Skyline Retreat-Sleeps16,73668714,Emma,West Seattle,North Admiral,47.57898,-122.37562,Entire home/apt,650,1,3,3/10/2024,0.28,5,282,3,STR-OPLI-22-000340
88185800,Cute House Near Light Rail,2390150,Sarah,Beacon Hill,Mid-Beacon Hill,47.55227744,-122.2933131,Entire home/apt,107,2,21,6/23/2024,1.63,1,16,19,STR-OPLI-23-000667
88190800,Cloud Cottage | Private oasis 10 mins to downtown,30387338,Eric,Lake City,Victory Heights,47.70074439,-122.3074224,Entire home/apt,315,2,31,6/9/2024,2.31,1,136,27,STR-OPLI-23-000541
88218100,Classic Historic 2-Story Seattle Home with Parking,512728886,Maria,Central Area,Minor,47.60284528,-122.3096834,Entire home/apt,414,30,21,6/22/2024,1.71,1,20,20,STR-OPLI-22-000424
88250400,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258035,-122.3441014,Entire home/apt,149,31,0,,,340,134,0,
88260100,Beautiful Light-Filled Urban Oasis in Wallingford,31450241,Stacey,Other neighborhoods,Wallingford,47.66301829,-122.3249515,Entire home/apt,138,2,30,6/21/2024,2.33,1,77,28,STR-OPLI-23-000399
88268000,Spacious Modern Living in Queen Anne,512825858,Dre,Queen Anne,North Queen Anne,47.64669893,-122.3623408,Entire home/apt,495,3,33,6/20/2024,2.6,15,240,31,STR-OPLI-23-000659
88279100,"Alki Point Haven: Modern, Safe & Convenient Home",278900226,Jordan,West Seattle,North Admiral,47.57629,-122.37238,Entire home/apt,99,152,1,6/2/2024,1,1,210,1,
88356900,Evergreen Enclave near parks,82761698,Michael,Other neighborhoods,Crown Hill,47.69870906,-122.3718161,Private room,89,3,52,6/9/2024,3.89,1,166,39,STR-OPLI-23-000608
88375500,Urban Village Townhome,198474383,Torrei,Beacon Hill,North Beacon Hill,47.58232492,-122.3161821,Entire home/apt,134,1,73,6/9/2024,5.46,1,5,67,STR-OPLI-23-000631
88385500,"Blueground | Queen Anne, gym, lounge & roof deck",107434423,Blueground,Queen Anne,Lower Queen Anne,47.6258042,-122.3441011,Entire home/apt,153,31,1,10/31/2023,0.13,340,291,1,
88388100,Comfy Lofted Bed atop Urban First Hill,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,158,1,78,6/20/2024,6.14,25,256,74,Exempt
88388400,Top of First Hill Clean Modern,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,158,1,66,6/19/2024,4.84,25,264,53,Exempt
88388600,Top of First Hill Clean Modern,505423742,James & Jeffry,Downtown,Yesler Terrace,47.606585,-122.320415,Entire home/apt,159,1,89,6/23/2024,6.78,25,239,85,Exempt
