id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,30,160,8/5/2023,0.88,2,147,1,str-opli-19-002622
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,76,2,196,6/9/2024,1.16,10,337,15,Exempt
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,189,3,97,6/16/2024,0.64,2,133,23,STR-OPLI-19-002182
9534,The Coolest Tangerine Dream MIL!,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,125,2,77,12/27/2023,0.51,2,1,2,STR-OPLI-19-002182
9596,"the down home , spacious, central and fab!",14942,Joyce,Other neighborhoods,Wallingford,47.65608,-122.33602,Entire home/apt,,30,96,9/28/2020,0.61,2,16,0,STR -OPLI-19-002622
25002,Beautiful Private  Spot in North Ballard,102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,94,2,1056,6/11/2024,6.12,1,96,61,STR-OPLI-19-002617
37234,Your Home Away From Home.  Private Parking onsite.,160789,Darrell,Ballard,Sunset Hill,47.68897,-122.39424,Entire home/apt,,3,6,8/26/2023,0.06,2,92,2,STR-OPLI-19-002333
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,109,3,554,6/16/2024,3.49,2,314,28,STR-OPLI-19-000772
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,275,30,34,2/6/2024,0.28,1,173,4,
210316,"""The 5-Star House""  #9 The red room",2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,52,30,76,8/12/2023,0.62,4,43,1,STR-OPLI-19-002472
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,67,1,377,4/28/2024,2.45,1,235,46,STR-OPLI-19-000684
226677,Sunny Parisian room cozy memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54971,-122.31753,Private room,69,2,278,6/21/2024,1.81,10,334,28,Exempt
229990,Alki Beach 1/2 block to beach,1201633,Wayne,West Seattle,Alki,47.57884,-122.41071,Entire home/apt,270,3,24,5/27/2024,0.33,1,203,11,STR-OPLI-21-000532
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,315,2,147,6/9/2024,1.15,3,324,18,STR-OPLI-21-000431
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,124,2,363,6/19/2024,2.36,3,77,24,STR-OPLI-21-000431
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,110,30,161,10/31/2019,1.05,1,52,0,
284087,Cozy Nest in Heart of City near Convention Cntr,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,260,3,320,6/10/2024,2.13,1,300,19,STR-OPLI-19-002053
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,150,30,12,2/12/2021,0.08,1,170,0,
338091,"spacious, great location w view",1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,325,30,117,10/22/2019,0.79,1,263,0,STR-OPLI-21-000724
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65431,-122.33358,Entire home/apt,,3,213,6/19/2024,1.42,1,1,13,STR-OPLI-24-000114
340738,Victorian home on Capitol Hill,1729224,Marlow,Capitol Hill,Stevens,47.62376,-122.30494,Entire home/apt,495,100,0,,,4,167,0,
353110,Newly Remodeled Private Cottage in West Seattle!,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,89,30,92,5/1/2024,0.62,1,144,6,
356248,Amazing Waterview Condo near UW + Eastlake!,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,,30,30,6/6/2024,0.32,2,1,2,
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,190,30,221,5/28/2024,1.51,2,118,23,STR-OPLI-19-001273
365550,art loft downtown~ID~Stadiums,1025723,Dirk & Jaq,Downtown,International District,47.60002,-122.32742,Private room,144,3,860,6/10/2024,5.76,2,94,44,STR-OPLI-19-000427
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,,4,46,4/2/2023,0.35,1,337,0,STR-OPLI-19-001130
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Entire home/apt,129,3,346,6/15/2024,2.32,2,60,39,STR-OPLI-19-001288
387078,Modern Capitol Hill. Location. Great Monthly Rates,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,157,30,182,7/6/2023,1.3,10,322,1,STR-OPLI-19-001903
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,81,3,345,6/13/2024,2.33,2,305,21,STR-OPLI-19-001128
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,155,30,204,11/6/2023,1.39,1,98,9,STR-OPLI-21-000037
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Entire home/apt,107,3,479,6/19/2024,3.29,1,102,38,STR-OPLI-21-000424
430610,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,465,14,137,4/28/2024,0.95,2,14,3,STR-OPLI-19-001606
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,378,6/4/2024,2.58,1,284,19,STR-OPLI-19-003175
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,77,30,116,10/28/2022,0.79,1,179,0,
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65617,-122.35262,Entire home/apt,96,5,444,6/23/2024,3.62,3,28,21,STR-OPLI-19-001657
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,30,420,11/22/2022,2.88,1,324,0,STR-OPLI-19-001047
493591,the 5-star  house-# 5-> Marilyn Monroe's room,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,56,30,182,5/11/2024,1.24,4,364,2,STR-OPLI-19-002472
552325,Lovely 2BR Apt on Portage Bay near UW + Eastlake,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,220,30,35,5/16/2024,0.26,2,193,2,
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57783,-122.29251,Private room,,2,273,6/21/2024,1.89,2,0,31,STR-OPLI-19-001749
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57796,-122.29373,Private room,65,2,345,6/13/2024,2.37,2,5,47,STR-OPLI-19-001749
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.620624,-122.29714,Entire home/apt,184,3,351,11/26/2023,2.56,4,182,6,STR-OPLI-19-001833
566435,"""The 5-Star House"" - # 6->The Hawaiian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,55,30,91,2/28/2024,0.63,4,326,1,STR-OPLI-19-002472
573942,Queen Bee room w/cooling memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54916,-122.31819,Private room,69,2,261,6/16/2024,1.81,10,317,22,Exempt
598023,West Seattle Home at Alaska Junction!,2613029,Jeffrey,West Seattle,Genesee,47.56162,-122.38812,Entire home/apt,199,30,22,6/16/2022,0.17,1,365,0,STR-OPLI-19-000822
609610,A place to stay: studio apartment,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,105,30,36,8/27/2023,0.25,1,318,3,STR-OPLI-22-000371
620518,Spacious quiet/deck Ravenna UW 04-5,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,125,30,14,8/16/2023,0.1,132,116,2,STR-OPLI-19-002570
631445,Belltown View Condo,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,200,5,202,6/9/2024,1.4,1,34,29,STR-OPLI-19-003446
635878,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,125,30,40,9/21/2022,0.3,132,79,0,STR-OPLI-19-002641
637710,Roots at the Center of the Universe,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,264,2,154,6/16/2024,1.1,1,210,10,STR-OPLI-19-003215
654734,Downtown/Convention Center Condo,3294357,Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,175,30,87,5/1/2024,0.61,1,214,5,
661708,Elegant Madison Park Townhome,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,195,30,25,9/24/2023,0.34,1,310,11,STR-OPLI-22-001999
670262,One Bedroom Cozy House + Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.69132,-122.36279,Entire home/apt,,3,9,1/28/2024,0.06,3,0,5,STR-OPLI-23-001176
671828,Private En Suite Room & Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.6911,-122.36467,Private room,,1,12,6/23/2024,0.12,3,0,11,STR-OPLI-23-001176
677266,Victorian double room,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,96,2,133,5/28/2024,0.93,10,346,9,Exempt
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,130,1,297,6/9/2024,3.84,2,95,43,STR-OPLI-19-002932
689309,Elegance and Coziness in Broadview,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,30,17,10/1/2021,0.12,1,364,0,STR-OPLI-19-003395
703058,True Wallingford Craftsman,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,265,4,215,10/24/2023,1.5,1,77,8,STR-OPLI-19-001188
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,194,1,355,6/9/2024,2.53,1,118,13,STR-OPLI-19-001424
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,81,30,143,6/2/2024,1.02,7,112,5,
723723,BAMBOO BUNGALOW,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,8/13/2017,0.35,2,89,0,
723846,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,134,2,191,6/15/2024,1.38,1,330,10,STR-OPLI-19-002418
748526,Mother in law studio-Ballard/phinne,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,85,5/31/2021,0.6,1,248,0,
757840,"Hilltop House: Great Location, New Furnishings",3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,479,4,499,6/13/2024,3.53,1,257,29,STR-OPLI-19-000945
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,121,6,327,6/11/2024,2.33,1,19,10,STR-OPLI-19-003115
797358,Cozy Private Room and Bath in Old Craftsman House,4199445,Liam,Rainier Valley,Mount Baker,47.57265,-122.29136,Private room,,2,181,8/17/2023,1.54,2,0,4,STR-OPLI-19-001423
841274,Goat Hill House Apartment,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,109,3,210,6/8/2024,1.53,1,291,27,STR-OPLI-19-002082
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,198,1,267,6/14/2024,1.93,2,310,59,STR-OPLI-19-000420
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,60,30,80,11/18/2023,0.57,1,283,4,
850481,Two Bedroom Cozy Home + Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.68957,-122.36296,Entire home/apt,212,7,7,2/19/2024,0.07,3,20,4,STR-OPLI-23-001176
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,107,1/24/2024,0.78,2,299,4,STR-OPLI-19-002301
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,106,5/28/2024,0.76,2,228,7,STR-OPLI-19-002301
902609,Studio in West Seattle,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,83,2,276,6/15/2024,2.01,6,309,22,STR-OPLI-19-002360
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,130,3,560,6/21/2024,4.05,1,299,48,STR-OPLI-19-000380
948077,The Cottage a Capitol Hill Oasis by Bowerbird Home,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,242,2,570,6/8/2024,4.17,1,270,67,STR-OPLI-21-000042
993804,Spacious bedroom across Children's,3169976,Valerie,Other neighborhoods,Laurelhurst,47.66308,-122.2838,Private room,65,30,7,4/20/2024,0.05,1,31,2,
1000883,Westside Hideaway,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,200,2,240,6/10/2024,1.79,1,71,13,STR-OPLI-19-003112
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,30,36,10/20/2019,0.27,1,296,0,STR-OPLI-19-000062
1023693,Cozy and Stylish Ballard Apartment,5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,150,2,382,6/7/2024,2.88,2,234,23,STR-OPLI-19-001088
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,140,2,404,6/11/2024,2.98,1,264,42,STR-OPLI-19-002937
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,229,2,495,6/15/2024,3.64,1,195,51,STR-OPLI-19-000502
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,121,30,320,8/28/2023,2.37,1,320,7,STR-OPLI-19-003217
1100686,High ceiling/ amazing location in artsy Fremont -,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,79,5,370,6/15/2024,3.01,3,42,11,STR-OPLI-19-001657
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,145,7,59,8/10/2023,0.43,1,289,3,STR-OPLI-19-002257
1114695,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place.",165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,,4,79,9/22/2023,0.59,2,0,1,STR-OPLI-19-001606
1122236,Modern Luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,157,30,145,6/1/2024,1.07,10,345,4,STR-OPLI-19-002120
1125133,Elegant & Quiet walk to UW (49),3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,128,30,37,9/24/2022,0.27,132,206,0,STR-OPLI-20-000157
1136522,Spacious/Clean/walk U Village 05.5,3074414,Melissa,Other neighborhoods,Ravenna,47.66988,-122.29925,Entire home/apt,128,30,18,8/18/2019,0.14,132,105,0,
1142010,Small artsy house in vibrant Columbia City,928640,Carla,Rainier Valley,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,1,10/9/2022,0.05,1,90,0,STR-OPLI-20-000128
1146966,Artsy home in terrific Fremont neighborhood,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,80,5,329,5/20/2024,2.45,3,62,10,STR-OPLI-19-001657
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,300,30,19,7/27/2022,0.14,1,244,0,
1157083,Bright and fun unit downtown-Convention Ctr!,30832,Siena C.C.,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,308,3,111,6/21/2024,0.83,5,177,21,STR-OPLI-19-002769
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,173,30,171,11/24/2023,1.27,2,147,16,STR-OPLI-19-001273
1171574,Private Entrance and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,89,3,651,6/8/2024,4.84,2,21,52,STR-OPLI-19-000461
1175308,Ballard oasis in the pacific Northwest,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,215,5,25,8/21/2023,0.19,1,9,3,STR-OPLI-19-003252
1205666,West Seattle - Northwest Modern Hm1,6584748,Sean And Karla,West Seattle,Gatewood,47.53029,-122.38604,Private room,99,1,329,6/16/2024,2.44,2,44,21,STR-OPLI-19-001102
1219691,Sweet 1920's cottage in N. Seattle,6654033,April King,Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,,30,68,4/27/2024,0.51,1,0,1,STR-OPLI-20-000033
1246769,Light & Modern Downtown Conv Ctr,1025723,Dirk & Jaq,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,261,3,440,6/14/2024,3.28,2,88,44,STR-OPLI-19-000427
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,290,6/21/2024,2.16,1,191,22,STR-OPLI-19-000499
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,230,20,148,1/16/2024,1.1,1,59,7,STR-OPLI-21-000222
1263470,Sweet Seattle Urban Homestead 1 Bdr,4193,Jessica,Rainier Valley,Dunlap,47.53112,-122.27627,Entire home/apt,118,30,7,8/24/2018,0.06,3,296,0,
1265651,Quiet Top floor 2 bdrs 2 baths UW & Trail W/D 401,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,180,30,30,6/1/2024,0.24,132,143,1,STR-OPLI-19-002570
1299597,Newly Renovated Modern 2BR Basement Apt in Leschi,7066141,Kimberly,Central Area,Leschi,47.60179,-122.29357,Entire home/apt,,2,36,3/9/2024,1.43,1,0,18,STR-OPLI-22-000851
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,2,356,6/10/2024,2.9,1,108,21,STR-OPLI-19-000874
1305895,Garden view room in Quiet Greenlake house w trees,946910,Nathan,Other neighborhoods,Wallingford,47.66669,-122.33687,Private room,55,30,6,10/1/2019,0.04,1,60,0,
1351716,Sparkling Clean Guest House,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,98,30,257,6/9/2024,1.93,1,174,3,19-000920
1355094,Capitol Hill Excursion part #4,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,50,30,177,3/31/2023,1.33,4,151,0,
1356339,"Capitol Hill Modern Apt, Great location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,157,30,191,4/30/2024,1.46,10,318,3,STR-OPLI-19-001708
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,148,30,37,12/12/2023,0.28,132,307,1,STR-OPLI-19-002641
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,9/5/2019,0.22,1,365,0,STR-OPLI-19-003088
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,120,30,40,9/21/2022,0.3,132,297,0,STR-OPLI-19-002641
1484595,Steps to UW  Modem & Cable TV (31),3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,125,30,38,11/5/2023,0.29,132,309,1,STR-OPLI-19-002570
1493349,Univ Village Walk to UW   Comfortable 5507,3074414,Melissa,Other neighborhoods,Ravenna,47.66822,-122.2986,Entire home/apt,120,30,45,3/14/2024,0.34,132,312,4,STR-OPLI-19-002641
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,135,30,246,6/17/2024,1.87,7,268,3,
1494986,Queen Anne Guesthouse with Deck and Garden View,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,143,3,200,6/19/2024,1.52,7,291,24,STR-OPLI-19-000681
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,120,30,36,7/14/2023,0.27,132,331,1,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,125,30,68,5/18/2024,0.52,132,154,2,STR-OPLI-21-002570
1539463,Private room/bath - Madrona/Seattle,5312600,Rainer,Central Area,Mann,47.61367,-122.29716,Private room,78,3,63,6/22/2024,0.48,2,61,1,STR-OPLI-19-001183
1541705,Quiet Room U Village Private Entrance /UW (3),3074414,Melissa,Other neighborhoods,Ravenna,47.66685,-122.295,Private room,78,30,37,1/30/2024,0.28,132,200,2,
1579615,"Seattle Oasis: Centrally Located, 50A EV Charger.",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,206,3,343,6/20/2024,2.61,2,310,36,STR-OPLI-19-002571
1589732,Relaxing Short walk to UW (5),3074414,Melissa,University District,University District,47.65884,-122.31809,Entire home/apt,100,30,27,7/23/2022,0.21,132,331,0,STR-OPLI-19-002570
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,,30,42,10/6/2015,0.34,1,365,0,
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66135,-122.31503,Entire home/apt,110,30,31,9/30/2023,0.26,132,328,8,STR-OPLI-19-002641
1603124,Center UW Fast Internet Comfy 208,3074414,Melissa,University District,University District,47.66108,-122.31434,Entire home/apt,125,30,24,11/11/2023,0.18,132,312,1,STR-OPLI-19-002641
1603408,"Short walk to UW, Remodeled Serene (47)",3074414,Melissa,University District,University District,47.65891,-122.31745,Entire home/apt,131,1,44,8/7/2021,0.34,132,214,0,STR-OPLI-19-002570
1628210,"Private 2 Bed, Full Bath House near Greenlake",8654046,Ronda,Other neighborhoods,Phinney Ridge,47.68073,-122.34874,Entire home/apt,231,2,27,5/31/2024,0.25,2,33,7,STR-OPLI-19-000640
1629525,Inner city room so close to downtown,8660724,Deb,Beacon Hill,North Beacon Hill,47.57793051,-122.3002051,Private room,45,30,10,9/30/2023,0.13,3,125,3,
1647216,"Center UW New, Fancy & Cute, 04",3074414,Melissa,University District,University District,47.66281,-122.31305,Entire home/apt,110,30,23,3/24/2021,0.19,132,92,0,STR-OPLI-20-000157
1684236,Seattle Downtown Attractions & Convention Center,8905591,David,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,250,3,223,5/10/2024,1.71,1,300,14,STR-OPLI-21-000010
1686930,Walk to Space Needle Vintage View with King Bed,8916363,Paige,Queen Anne,West Queen Anne,47.63059,-122.36509,Entire home/apt,220,1,709,6/20/2024,5.43,3,18,113,STR-OPLI-19-001889
1696389,Luxury Queen Anne 3bd2ba Sunset&Sea View Furnished,8956137,William,Queen Anne,West Queen Anne,47.6304,-122.37041,Entire home/apt,395,30,5,11/11/2022,0.07,1,304,0,
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,130,3,122,6/26/2023,1.11,1,19,1,STR-OPLI-19-001892
1732441,Green on Green - Top Level of House,1214247,Marcell,Delridge,North Delridge,47.56204,-122.36149,Entire home/apt,90,2,213,6/1/2024,1.67,1,236,32,STR-OPLI-19-002273
1737244,Your Warm  Retreat,9148911,Constance,Other neighborhoods,Bryant,47.67148,-122.28099,Private room,71,30,40,8/10/2022,0.35,1,322,0,STR-OPLI-19-002384
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,115,30,54,8/12/2023,0.42,132,260,1,STR-OPLI-19-002641
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,303,12/8/2019,2.33,2,339,0,
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,116,2,365,6/21/2024,2.81,1,182,37,STR-OPLI-19-003318
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.70265,-122.31618,Private room,60,30,25,11/10/2019,0.29,1,358,0,
1820794,"Cozy Suite, Covered Backyard Patio, Walk to Climate Pledge",9533123,Pam,Queen Anne,East Queen Anne,47.63089,-122.34815,Entire home/apt,150,2,629,6/16/2024,4.94,1,266,45,STR-OPLI-19-002846
1851863,Perfect Home away from home near Green Lake Park,9671138,Susanna,Other neighborhoods,Greenwood,47.69674,-122.34621,Entire home/apt,,30,44,11/25/2019,0.34,1,175,0,
1900698,Glam Room in Diverse Neighborhood,3118422,Julie,Rainier Valley,Columbia City,47.55306,-122.28104,Private room,40,30,204,3/31/2024,1.59,1,230,1,
1909058,Queen Anne Private Bed and Bath,2497928,Gary And Beth,Queen Anne,West Queen Anne,47.63812,-122.37077,Private room,100,3,191,6/17/2024,1.51,1,328,18,STR-OPLI-19-001496
1925661,Large 1BD w/bath/walkin closet; parking included,9975709,Bea,Beacon Hill,North Beacon Hill,47.57943,-122.30387,Private room,100,30,104,2/29/2020,0.85,1,174,0,825676
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.70407,-122.36123,Private room,35,30,19,1/16/2023,0.16,1,89,0,
1976382,Modern luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62372,-122.32417,Entire home/apt,157,30,95,1/3/2023,0.75,10,352,0,STR-OPLI-19-002118
1983713,Private  Retreat in the City,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,120,10,56,4/14/2024,0.45,3,189,4,STR-OPLI-19-002543
2026794,West Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65973,-122.3322,Private room,71,30,248,7/31/2023,1.95,2,52,1,STR-OPLI-23-000939
